	title	label
2763	Etherware: Domainware for wireless control networks	1
2764	Applying RT-CORBA in nuclear power plant simulators	0
2765	Dynamic real-time reconfiguration on a multithreaded Java-microcontroller	0
2766	Scheduling value-based nested transactions in distributed real-time database systems	0
2768	A fast automatic VOP generation using boundary block segmentation	0
2769	Replication Management in Reliable Real-Time Systems	3
2770	The distributed time-triggered simulation scheme: Core principles and supporting execution engine	3
2771	Integrating data flow equations with UML/Realtime	0
2772	Memory management for real-time Java: An efficient solution using hardware support	0
2773	Error-driven QoS management in imprecise real-time databases	0
2774	Optimal QoS sampling frequency assignment for real-time wireless sensor networks	1
2775	An end-to-end tool chain for multi-view modeling and analysis of avionics mission computing software	0
2776	A framework for scalable analysis and design of system-wide graceful degradation in distributed embedded systems	0
2777	A tool for automatic flow analysis of C-programs for WCET calculation	0
2778	Addressing timelines/accuracy/cost tradeoffs in information collection for dynamic environments	0
2779	A modular and scalable architecture for PC-based real-time vision systems	0
2780	Importance of communication influences on a highly collaborative task	0
2781	A CMOS inverter TIA modeling with VHDL-AMS	0
2782	Evaluating template-based instruction compression on transport triggered architectures	0
2783	A framework for executing parallel simulation using RTI	1
2784	Time Warp cancellation optimizations on high latency networks	1
2785	Modeling distributed autonomous robots using CHARON: Formation control case study	3
2786	Cost and benefit of separate address spaces in real-time operating systems	4
2787	Integrating aperiodic and recurrent tasks on fair-scheduled multiprocessors	2
2788	Performance evaluation on a real-time database	0
2789	Adaptive management of video encoder complexity	0
2790	Use of computer-aided screening for detection of motility mutants in Zebrafish embryos	0
2791	Fast panoramic image mosaicing using one-dimensional flow estimation	0
2792	Scenario-based modeling and its applications	0
2793	A scheduling technique providing a strict isolation of real-time threads	2
2794	Reactive objects	0
2795	Optimization of hierarchically scheduled heterogeneous embedded systems	2
2796	Model checking timed systems with priorities	0
2798	Efficient optimistic concurrency control for mobile real-time transactions in a wireless data broadcast environment	0
2799	A temperature, supply voltage compensated floating-gate MOS dosimeter using v TH extractor	0
2800	A simple distributed simulation architecture for emergency response exercises	3
2801	An object-oriented platform-based design process for embedded real-time systems	0
2802	A generic method for embedded measurement and compensation of process and temperature variations in SOCs	0
2803	On real-time performance of ahead-of-time compiled Java	0
2804	An overview of the VigilNet architecture	0
2805	Custom processor design using NISC: A case-study on DCT algorithm	0
2806	Heterogeneous adaptive component-based applications with Adaptive.Net	3
2807	Aspect-oriented real-time system modeling method based on UML	0
2808	Sigma-delta noise shaping for digital-to-frequency and digital-to-RF-amplitude conversion	0
2809	Fast and tight response-times for tasks with offsets	0
2810	Self-tuning planned actions time to make real-time SOAP real	3
2811	Towards a dependable component technology for embedded system applications	0
2812	Functional and non-functional properties in a family of embedded operating systems	0
2813	Agent-oriented modelling and specification of Web services	0
2814	Distributed computing based streaming and play of music ensemble realized through TMO programming	1
2815	On-line timestamping synchronization in distributed sensor architectures	1
2816	Practical on-line DVS scheduling for fixed-priority real-time systems	0
2817	Application-driven optimization of VLIW architectures: A hardware-software approach	0
2818	Characterizing workload correlations in multi processor hard real-time systems	0
2819	A novel framework for quality-aware resource management in phased array radar systems	2
2820	Real-time multispectral color video synthesis using an array of commodity cameras	0
2821	Integration of internal and external clock synchronization by the combination of clock-state and clock-rate correction in fault-tolerant distributed systems	0
2822	Relations between bundle-adjustment and epipolar-geometry-based approaches, and their applications to efficient structure from motion	0
2823	Collaboration around shared objects in immersive virtual environments	1
2825	Middleware specialization for memory-constrained networked embedded systems	0
2826	Tuning the WCET of embedded applications	0
2827	Schedulability-driven partitioning and mapping for multi-cluster real-time systems	0
2828	Specification and timing analysis of real-time systems	0
2829	Modeling distributed embedded applications on an interface file system	3
2830	Morphometrical data analysis using wavelets	0
2831	Probabilistic Schedulability Analysis of Harmonic Multi-Task Systems with Dual-Modular Temporal Redundancy	0
2832	Modeling of dynamically modifiable embedded real-time systems	0
2833	Practical voltage-scaling for fixed-priority RT-systems	0
2834	Mobile middleware solutions for the adaptive management of multimedia QoS to wireless portable devices	0
2835	Establishing timing requirements and control attributes for control loops in real-time systems	2
2836	Using supertasks to improve processor utilization in multiprocessor real-time systems	2
2837	Firm real-time system scheduling based on a novel QoS constraint	2
2838	DOpE - A window server for real-time and embedded systems	0
2839	Foucault's pendulum in the distributed control lab	0
2840	Modelling predictable component-based distributed control architectures	0
2841	Execution-time clocks and Ravenscar kernels	0
2842	Multicycle Polling Scheduling Algorithms for FieldBus Networks	2
2843	Utilization-based admission control for scalable real-time communication	0
2844	Real-time iterative framework of regularized image restoration and its application to video enhancement	0
2845	Introducing an FPGA based genetic algorithms in the applications of blind signals separation	0
2846	Feasibility of fixed-point transversal adaptive filters in FPGA devices with embedded DSP blocks	0
2847	Low-power FFT/IFFT VLSI macro cell for scalable broadband VDSL modem	0
2848	Incorporating pattern prediction technique for energy efficient filter cache design	0
2849	Synchronous programmable divider design for PLL using 0.18 μm CMOS technology	0
2850	A measurement-based analysis of the real-time performance of linux	0
2851	Energy-efficient duplex and TMR real-time systems	0
2852	Utilization based schedulability bounds for age constraint process sets in real-time systems	2
2853	Real time image rotation using dynamic reconfiguration	0
2854	Real-time sub-pixel cross bar position metrology	0
2855	Gesture-tracking in real time with dynamic regional range computation	0
2856	A fast and robust algorithm for 2D/3D panorama ultrasound data	0
2857	Accurate and real-time image processing on a new PC-compatible board	4
2858	Distributed simulation of multi-agent hybrid systems	3
2859	Flexible real-time Linux: A flexible hard real-time environment	2
2860	On aspect-orientation in distributed real-time dependable systems	0
2861	Operating system performance in support of real-time middleware	0
2862	Worst case execution time analysis of object-oriented programs	0
2863	On mapping RT-UML specifications to RT-Java API: Bridging the gap	0
2864	Rule-base technique for component adaptation to support QoS-based reconfiguration	0
2865	Efficient integration of bimodal branch prediction and pipeline analysis	0
2866	Run-time power consumption modeling For embedded multimedia systems	0
2867	Non-preemptive interrupt scheduling for safe reuse of legacy drivers in real-time systems	2
2868	Management of QoS and data freshness in RTDBSs*using feedback control scheduling and data versions	0
2869	Secure Web services for low-cost devices	0
2870	An improved ellipse propagation model for location estimation in facilitating ubiquitous computing	1
2871	A GTRBAC based system for dynamic workflow composition and management	0
2872	Real-Time Digital Signal Processing	0
2873	A linux-based implementation of a middleware model supporting time-triggered message-triggered objects	3
2874	Improving the lookahead computation in G-DEVS/HLA environment	3
2876	Approximation algorithms for scheduling multiple feasible interval jobs	2
2877	JPEG encoding on the intel MXP5800: A platform-based design case study	0
2878	Model-based development of automotive embedded systems: A case of continuously variable transmission (CVT)	0
2879	A MDA-based approach for real time embedded systems simulation	0
2880	Multi-thread based synchronization of locomotion control in snake robots	0
2881	Power reduction technique using Multi-vt libraries	0
2882	A space-optimal wait-free real-time synchronization protocol	0
2883	Embedded sensing of structures: A reality check	1
2884	A 0.65V, 1.9mW CMOS low-noise amplifier at 5GHz	0
2885	Fine-grained task reweighting on multiprocessors	0
2886	Using manufacturing process flow for time synchronization in HLA-based simulation	0
2887	Quasi-static scheduling for multiprocessor real-time systems with hard and soft tasks	2
2888	Distributed scalable location data management system based on the GALIS architecture	3
2889	Power-aware processor scheduling under average delay constraints	0
2890	Priority refinement for dependent tasks in large embedded real-time software	2
2891	A model and methodology for composition QoS analysis of embedded systems	0
2892	Design and performance of configurable endsystem scheduling mechanisms	2
2893	A real-time image recognition system for tiny autonomous mobile robots	0
2894	Data-flow timing models of dynamic multimedia applications for multiprocessor systems	0
2895	A CMOS high-voltage DC-DC Up converter dedicated for ultrasonic applications	0
2896	10 GHz PLL using active shunt-peaked MCML gates and improved frequency acquisition XOR phase detector in 0.18 μm CMOS	0
2897	Design style case study for embedded multi media compute nodes	0
2898	Automatic generation of protocol converters from scenario-based specifications	0
2899	Shared object manipulation with decorators in virtual environments	1
2900	"Identifying ""representative"" workloads in designing MpSoC platforms for media processing"	0
2901	Adaptive resource allocation control with on-line search for fair QoS level	0
2902	Smart sensor architecture customized for image processing applications	1
2903	A new sufficient feasibility test for asynchronous real-time periodic task sets	0
2904	Cost enforcement and deadline monitoring in the real-time specification for Java	2
2905	Utility accrual scheduling under joint utility and resource constraints	2
2906	Fast software component migration for applications survivability in distributed real-time systems	0
2908	Collaborative operating system and compiler power management for real-time applications	0
2909	Search-based execution-time verification in object-oriented and component-based real-time system development	0
2910	A hybrid control design for QoS management	0
2911	Throughput and value maximization in wireless packet scheduling under energy and time constraints	0
2912	Greedy fair queueing: A goal-oriented strategy for fair real-time packet scheduling	2
2913	Middleware support for multicast-based data dissemination: A working reality	0
2914	Hardware support for priority inheritance	0
2915	High performance 2D parallel block-filtering system for real-time imaging applications using the Sharc ADSP21060	0
2916	Statistical methodology for Web-based simulation	3
2917	Peer-to-peer suitability for collaborative multiplayer games	1
2918	An open interface for parallelization of traffic simulation	1
2919	Enabling real-time distributed virtual simulation over the Internet using host-based overlay multicast	1
2920	An XML description language for Web-based network simulation	1
2921	Model-driven development of real-time software using OMG standards	0
2922	Compiling for fine-grain concurrency: Planning and performing software thread integration	0
2923	Analyzing fixed-priority global multiprocessor scheduling	2
2924	Performance evaluation of a probabilistic replica selection algorithm	0
2925	Service differentiation in real-time main memory databases	0
2926	Analyzing the performance of memory management in RTSJ	0
2927	A static timing analysis environment using Java architecture for safety critical real-time systems	0
2928	A replication strategy for distributed real-time object-oriented databases	3
2929	Java virtual-machine support for portable worst-case execution-time analysis	0
2930	Scoped memory	0
2931	Auction system design using open multithreaded transactions	0
2932	HIDOORS - A high integrity distributed deterministic Java environment	3
2933	Schedulability in model-based software development for distributed real-time systems	3
2934	Customizing the configuration process of an operating system using hierarchy and clustering	0
2935	End-to-end latency of a fault-tolerant CORBA infrastructure	0
2936	Using group communication to support mobile augmented reality applications	1
2937	Customizing 16-bit floating point instructions on a NIOS II processor for FPGA image and media processing	4
2938	Visual modeling of dynamic gestures using 3D appearance and motion features	0
2939	Performance improvement of configurable processor architectures using a variable clock period	0
2940	A method for evaluating uncertainties in the early development phases of embedded real-time systems	0
2941	Global lower bounds for the VLSI macrocell floorplanning problem using semidefinite optimization	0
2942	Code generation from hybrid systems models for distributed embedded systems	0
2943	Temporal isolation in Ravenscar-Java	0
2944	Adaptive multi-path on-demand routing in mobile ad hoc networks	1
2945	System recovery through dynamic regeneration of workflow specification	3
2946	Frame buffer compression using a limited-size code book for low-power display systems	0
2947	Status of the CAS/HKUST joint project BLOSSOMS	1
2948	A very low-power flash A/D converter based on CMOS inverter circuit	0
2949	A distributed middleware solution for context awareness in ubiquitous systems	0
2950	TMO-structured distributed location information system prototype	3
2951	EasiPC: A packet compression mechanism for embedded WSN	1
2952	Floating-gate devices, circuits, and systems	0
2953	Battery-aware real-time task scheduling in wireless sensor networks	1
2954	Placement solutions for multiple versions of a multimedia object	0
2955	Design of 12-bit 100-MHz current-steering DAC for SOC applications	0
2956	Worst case response time analysis of sporadic graph tasks with fixed priority scheduling on a uniprocessor	2
2957	Proactive Reed-Solomon bypass (PRSB): A technique for real-time multimedia processing in 3G cellular broadcast networks	0
2958	Simulation of a novel leader election protocol with the use of petri nets	3
2959	Using UML 2.0 for system level design of real time SoC platforms for stream processing	0
2960	Bounding worst-case access times in modern multiprocessor systems	0
2961	Scheduling distributed real-time nested transactions	3
2962	Scheduling tasks with Markov-chain based constraints	2
2963	Using consistent global checkpoints to synchronize processes in distributed simulation	3
2964	Stochastic, utility accrual real-time scheduling with task-level and system-level timeliness assurances	0
2965	A hardware-accelerated framework with IP-blocks for application in MPEG-4	4
2966	On-demand broadcast algorithms with caching on improving response time for real-time information dispatch systems	2
2967	A model for distributed, co-located interaction in urban design/review visualisation	3
2968	The NP-hardness and the algorithm for real-time disk-scheduling in a multimedia system	2
2969	An atomic magnetometer for brain activity imaging	0
2970	A statistics-based sensor selection scheme for continuous probabilistic queries in sensor networks	0
2971	Filtering and extracting features from infrasound data	0
2972	An adaptable security framework for service-based systems	0
2973	Towards self-healing systems via dependable architecture and reflective middleware	0
2974	Out-of-Norm Assertions	0
2975	Dispatch sequences for embedded control models	2
2976	VPN Gateways over network processors: Implementation and evaluation	1
2977	A real-time performance comparison of distributable threads and event channels	0
2978	Evaluation of MP-SoC interconnect architectures: A case study	0
2979	A step towards intelligent translation from high-level design to RTL	1
2980	Accurate on-chip variation modeling to achieve design for manufacturability	0
2981	Towards automating hardware/software co-design	0
2982	An accurate low iteration algorithm for effective capacitance computation	0
2983	Implementation of host-based overlay multicast to support of web based services for RT-DVS	3
2984	Processor Frequency Selection for SoC Platforms for Multimedia Applications	0
2985	HLA-based distributed simulation cloning	3
2986	On fault-sensitive feasibility analysis of real-time task sets	2
2987	Stateless application-level multicast for dynamic group communication	0
2988	Integrated adaptive QoS management in middleware: A case study	0
2989	Loss-tolerant QoS using firm constraints in guaranteed rate networks	1
2990	A real-time model for the robotic highway safety marker system	2
2991	Speeding up string matching over compressed text on handheld devices using Tagged Sub-optimal Code (TSC)	0
2992	Supporting dynamic QoS in Linux	2
2993	Licensing reliable embedded software for safety-critical applications	0
2994	Executing aperiodic jobs in a multiprocessor constant-bandwidth server implementation	0
2995	Optimized slowdown in real-time task systems	0
2996	The impact of realtime garbage collection on realtime Java programming	0
2997	Model-based design of embedded systems	0
2998	Uncertainty Analysis of Memory Based Sensor Validation Techniques	0
2999	Adaptive coherency maintenance techniques for time-varying data	0
3000	A model-based approach to system-level dependency and real-time analysis of embedded software	0
3001	Object and process migration in.NET	0
3002	Issues in mapping HRT-HOOD to UML	0
3003	Is Java augmented with the RTSJ a better real-time systems implementation technology than Ada 95?	0
3004	(Re-) configurable real-time operating systems and their applications	0
3005	Weaving aspects into real-time operating system design using object-oriented model transformation	0
3006	Tolerance to access-point failures in dependable wireless local-area networks	1
3007	A word for operational flexibility in distributed safety-critical systems	0
3008	SPOT - Development tool for software pipeline optimization for VLIW-DSPs used in real-time image processing	2
3009	Impact of PCI-bus load on applications in a PC architecture	0
3011	Hardware partitioning software for dynamically reconfigurable SoC design	4
3012	A 0.18 μm CMOS Bluetooth frequency synthesizer for integration with a Bluetooth SOC reference platform	0
3013	A mixed-mode delay-locked loop for wide-range operation and multiphase clock generation	0
3014	A performance evaluation method for optimizing embedded applications	0
3015	Steiner tree construction based on congestion for the global routing problem	0
3016	Interconnection modelling using distributed RLC models	3
3017	Template generation and selection algorithms	0
3018	Optimized datapath design by evolutionary computation	0
3019	Reconfigurable digital instrumentation based on FPGA	0
3020	A dynamic shadow approach for mobile agents to survive crash failures	0
3021	High-performance crossbar design for system-on-chip	0
3022	Schedulability analysis of window-constrained execution time tasks for real-time control	2
3023	Enhancing the flexibility and the quality of service of autonomous mobile robotic applications	0
3024	An adaptive striping architecture for flash memory storage systems of embedded systems	0
3025	Formal verification of overhead accounting in an avionics RTOS	2
3026	Smooth rate adaptation through impedace control	0
3027	A fast resource synthesis technique for energy-efficient real-time systems	0
3028	State-dependent deadline scheduling	0
3029	Scheduling periodic hard real-time tasks with arbitrary deadlines on multiprocessors	2
3030	Testing the schedulability of synchronous traffic for the timed token medium access control protocol	0
3031	Real-time implementation of obstacle detection algorithms on a datacube MaxPCI architecture	0
3032	Automatic construction of Hierarchical Federations Architecture	0
3034	A generic approach to structuring and implementing complex fault-tolerant software	0
3035	IKE 2-implementing the stateful distributed object paradigm	3
3036	Extending the RT Profile to support the OSEK infrastructure	2
3037	Getting down and dirty: Device-level programming using the Real-Time Specification for Java	0
3038	A real-time Java system on a multithreaded Java microcontroller	0
3039	On relaxing task isolation in overrun handling to provide probabilistic guarantees to soft real-time tasks with varying execution times	2
3040	VERTAF: An object-oriented application framework for embedded real-time systems	0
3041	Jini meets embedded control networking: A case study in portability failure	1
3042	Experiences from implementing multiprocessor support for an industrial operating system kernel	0
3043	Adaptable situation-aware secure service-based (AS 3) systems	3
3044	A similarity-aware multiversion concurrency control and updating algorithm for up-to-date snapshots of data	0
3045	Virtual tennis: A hybrid distributed virtual reality environment with fishtank vs. HMD	0
3046	Flash memories for SoC: An overview on system constraints and technology issues	0
3047	A preemptive scheduling algorithm for wireless real-time on-demand data broadcast	2
3048	An acoustic echo canceller chip	0
3049	Adaptive real-time update dissemination in distributed virtual simulation environments	3
3050	An FPGA design of a unified hash engine for IPSec authentication	0
3051	Minimum-energy data dissemination in coordination-based sensor networks	1
3052	Performance modelling of multicast groups for multiplayer games in peer-to-peer networks	1
3053	Synchronization of processes in a distributed real time system exemplified by the control system of the fusion experiment WENDELSTEIN 7-X	3
3054	An energy-efficient approach for real-time tracking of moving objects in multi-level sensor networks	0
3056	An automated distributed infrastructure for collecting bluetooth field failure data	3
3058	Design and optimization of low-voltage low-power Quasi-Floating Gate digital circuits	0
3059	Model-based integration of reusable component-based avionics systems - A case study	0
3060	Flocks of features for tracking articulated objects	0
3061	Characterizing and exploiting task load variability and correlation for energy management in multi core systems	0
3062	Real time concurrency control for data intensive applications	0
3063	Dependable real-time data mining	0
3064	A low area and low power programmable baseband processor architecture	1
3065	Extended analysis with reduced pessimism for systems with limited paralellism	0
3066	A software/hardware platform for rapid prototyping of video and multimedia designs	4
3067	FPGA-based content protection system for embedded consumer electronics	0
3068	Revisiting distributed simulation and the Grid: A panel	3
3069	Design and performance evaluation of a real-time RTI infrastructure for large-scale distributed simulations	3
3070	Priority-driven coding of progressive JPEG images for transmission in real-time applications	0
3071	Practical techniques for performance estimation of processors	0
3072	Real-time scheduling of sporadic task systems when the number of distinct task types is small	2
3073	Experiments with WCET-oriented programming and the single-path architecture	0
3074	A trustworthy Web services framework for business processes integration	0
3075	A real-time distributed scheduling service for middleware systems	3
3076	Enhancing DNS security using the SSL trust infrastructure	0
3077	Improving the real-time behaviour of a multithreaded java microcontroller by control theory and model based latency prediction	0
3078	Design exploration in Hw/Sw co-design of real-time object-oriented embedded systems: The scheduler object	0
3079	Exact admission-control for integrated aperiodic and periodic tasks	0
3080	Process Resurrection: A fast recovery mechanism for real-time embedded systems	0
3081	Timing analysis of TCP servers for surviving denial-of-service attacks	0
3082	Integrated CORBA scheduling and resource management for distributed real-time embedded systems	2
3083	Improving WCET by optimizing worst-case paths	0
3084	Network QoS assurance in a multi-layer adaptive resource management scheme for mission-critical applications using the CORBA middleware framework	0
3085	Delayed locking technique for improving real-time performance of embedded Linux by prediction of timer interrupt	0
3086	Improved adaptive vector quantization algorithm using hybrid codebook data structure	0
3087	Robust real-time transmission of scalable multimedia for heterogeneous client bandwidths	0
3088	A QoS-enabled transmission scheme for MPEG video streaming	0
3089	CCMPerf: A benchmarking tool for CORBA component model implementations	0
3090	A high-speed optical mark reader hardware implementation at low cost using programmable logic	0
3091	An error resilient coding scheme for H.263 video transmission based on data embedding	0
3092	Possible noise failure modes in static and dynamic circuits	0
3093	A power-efficient, low-complexity, memoryless coding scheme for buses with dominating inter-wire capacitances	0
3094	Fast design space exploration framework with an efficient performance estimation technique	0
3095	Fast instruction set customization	0
3096	Interactive virtual reality on the grid	0
3097	Scheduling acyclic branching programs on parallel machines	2
3098	Panel on distributed simulation and the grid	3
3099	A model-based approach to designing QoS adaptive applications	0
3100	Fixed or dynamic priority? That is the question	2
3101	A queuing-theoretic performance model for context-flow system-on-chip platforms	1
3102	Lornav: A demo of a virtual reality tool for navigation and authoring of learning object repositories	0
3103	Enhancing the AvrX kernel with efficient secure communication using software thread integration	1
3104	Disseminating dynamic data with QoS guarantee in a wide area network: A practical control theoretic approach	0
3105	Design of digital control systems with dynamic voltage scaling	0
3106	Efficient response-time analysis for tasks with offsets	0
3107	Feedback-based real-time scheduling in autonomous vehicle systems	2
3108	Maximizing the use of computational resources in multi-camera feedback control	0
3109	Fixed priority timing analysis of real-time systems with limited parallelism	4
3110	RVLC decoding scheme for improved data recovery in MPEG-4 video coding standard	0
3111	A novel DCT domain transcoder for transcoding video streams with half-pixel motion vectors	0
3112	Real-time scheduling based on imprecise computation for scalable streaming media system over the Internet	2
3113	A CORBA based architecture for distributed embedded systems using the RTLinux-GPL platform	0
3114	Multi-party authentication for web services: Protocols, implementation and evaluation	0
3115	A UML-based concept for high concurrency: The real-time object	0
3116	Classification of Steam Generator Tube Defects for Real-Time Applications Using Eddy Current Test Data and Self-Organizing Maps	0
3117	Quick-release fair scheduling	2
3118	Evaluating real-time java for mission-critical large-scale embedded systems	0
3119	Leveraging object-orientation for real-time imaging systems	0
3120	Security vulnerabilities - From data analysis to protection mechanisms	0
3121	Self*: A data-flow oriented component framework for pervasive dependability	0
3122	On the complexity of scheduling real-time tasks with self-suspensions on one processor	0
3123	Using the multi-threaded computation model as a unifying framework for hardware-software co-design and implementation	0
3124	Providing digital time stamping services to mobile devices	0
3125	The capacity of implicit EDF in wireless sensor networks	1
3126	Improving the reliability of concurrent object-oriented software designs	0
3127	Asynchrony and real-time dependable computing	3
3128	Towards the delay and synchronization control for networked real-time multi-object multimedia applications	0
3129	Meta model driven framework for the integration and extension of application components	3
3130	Middleware support for embedded software with multiple QoS properties for ubiquitous computing environments	0
3131	The Starfish system: Providing intrusion detection and intrusion tolerance for middleware systems	0
3132	Portal replication for Web application availability via SOAP	0
3133	Reactive and Real-Time Systems Course: How to Get the Most Out of it	4
3134	Integrated end-to-end delay analysis for regulated ATM networks	1
3135	Linear array processors with multiple access modes memory for real-time image processing	1
3136	A fast and simple algorithm for the construction of asymmetrical reversible variable length codes	0
3137	Real time inspection of hidden worlds	0
3138	Design and implementation of a surface electromyogram system for sport field application	0
3139	A SoC bio-analysis platform for real-time biological cell analysis-on-a-chip	0
3140	A survey on system-on-a-chip design languages	0
3141	Pipelined sampled-delay focusing CMOS implementation for ultrasonic digital beamforming	0
3142	A design of CMOS broadband amplifier with high-Q active inductor	0
3143	Dynamic hardware-software partitioning on reconfigurable system-on-chip	4
3144	Detailed placement with net length constraints	0
3145	A two-aspect approach for a clearer behavior model	0
3147	A system-on-a-programmable-chip for real-time control of massively parallel arrays of biosensors and actuators	0
3148	Minimizing CAN response-time jitter by message manipulation	0
3149	STAR: Secure real-time transaction processing with timeliness guarantees	0
3150	Implementing constant-bandwidth servers upon multiprocessor platforms	0
3151	Weakly hard real-time constraints on controller area network	2
3152	Embedded system design framework for minimizing code size and guaranteeing real-time requirements	0
3153	End-to-end fairness analysis of fair queuing networks	1
3154	Scheduling aperiodic requests under the rate-based execution model	0
3155	Hierarchical budget management in the RED-Linux scheduling framework	2
3156	Analysis of worst case DMA response time in a fixed-priority bus arbitration protocol	0
3157	Wavelet packet image decomposition on MIMD architectures	0
3158	On-line object tracking for colour video analysis	4
3159	Fast computation of moments on compressed grey images using block representation	0
3160	An approach to object-oriented component customization for real-time software development	0
3161	Distributed real-time computing for microcontrollers-The OSA+ approach	0
3162	Distributed simulation of timed coloured Petri nets	3
3163	Technology challenges for building Internet-scale ubiquitous computing	0
3164	Reconfiguration of resources in middleware	0
3165	Eliciting and specifying requirements with use cases for embedded systems	0
3166	The design of the distributed ABELS brokering system	3
3167	Middleware scheduling optimization techniques for distributed real-time and embedded systems	0
3168	Implementation of an on-chip bus bridge between heterogeneous buses with different clock frequencies	0
3169	A performance and schedulability analysis of an autonomous mobile robot	0
3170	Application specific real-time microkernel in hardware	4
3171	BTeV trigger/DAQ innovations	0
3172	Model-checking of component-based event-driven real-time embedded software	0
3173	ESD-induced internal core device failure: New failure modes in System-on-Chip (SOC) designs	0
3174	A CMOS quality factor enhanced parallel resonant LC-tank with independent Q and frequency tuning for RF integrated filters	0
3175	Improving soft real-time performance through better slack reclaiming	0
3176	FPGA based real-time image segmentation for medical systems and data processing	4
3177	Data-access optimization of embedded systems through selective inlining transformation	0
3178	Using imprecise concurrency control and speculative lending of prepared data-item in distributed real-time nested transactions	0
3179	Combining data and instruction memory energy optimizations for embedded applications	0
3180	A Version of MASM portable across different UNIX systems and different hardware architectures	0
3181	Addressing computational and networking constraints to enable video streaming from wireless appliances	1
3182	An FPGA based general purpose data acquisition controller	0
3183	An optimal ILP model for delay time to minimize peak power and area	0
3184	TNT digital pulse processor	0
3185	Energy analysis of multimedia watermarking on mobile handheld devices	0
3186	An efficient search algorithm of worst-case cache flush timings	0
3187	Framework of distributed numerical model coupling system	3
3188	Snapshots in real-time databases using database pointer transactions	0
3189	Maximizing the robustness of TDMA networks with applications to TTP/C	0
3190	Multi-versions data for improvement of QoS in RTDBS	0
3191	Tool-based configuration of real-time CORBA middleware for embedded systems	0
3192	Multipath disjoint routing algorithm for ad hoc wireless sensor networks	1
3193	Application of fuzzy logic to real-time scheduling	2
3194	A perception-aware low-power software audio decoder for portable devices	0
3195	A structure based clustering algorithm with applications to VLSI physical design	0
3196	A hybrid static/dynamic DVS scheduling for real-time systems with (m, k)-guarantee	0
3197	Service delivery in context aware environments: Lookup and access control issues	3
3198	A tier 3 software defined AM radio	0
3199	Three dimensional system on chip technology	0
3201	Workload characterization and cost-quality tradeoffs in MPEG-4 decoding on resource-constrained devices	1
3202	Architectural assessment of embedded systems using aspect-oriented programming principles	0
3203	A pH-ISFET based micro sensor system on chip using standard CMOS technology	0
3204	The partitioned multiprocessor scheduling of sporadic task systems	0
3205	MPEG-4 face and body animation coding applied to HCI	1
3206	U-Link scheduling: Bounding execution time of real-time tasks with multi-case execution time on SMT processors	2
3207	Dealing with global guards in a distributed simulation of colored petri nets	0
3209	Building responsive TMR-based servers in presence of timing constraints	0
3210	Data collection with battery and buffer consideration in a large scale sensor network	1
3211	A comprehensive context model for next generation ubiquitous computing applications	0
3212	A hybrid distributed test generation method using deterministic and genetic algorithms	0
3213	Head and facial animation tracking using appearance-adaptive models and particle filters	0
3214	A case for static branch prediction in real-time systems	0
3215	Designing a high performance and low energy-consuming embedded system With considering code compressed environments	0
3216	A review of common receive-end adaptive equalization schemes and algorithms for a high-speed serial backplane	0
3217	3D mesh compression using an efficient neighborhood-based segmentation	0
3219	Accelerating functional simulation for processor based designs	4
3221	An optimal and lightweight routing for minimum energy consumption in wireless sensor networks	0
3223	Specification, analysis and implementation of architectural patterns for dependable software systems	3
3224	Object-based commutativity analysis for real-time applications	3
3225	A graph-based model for component-based software development	0
3226	Real-time sampled signal flows through asynchronous distributed systems	3
3227	Towards an understanding of the behavior of the single parent rule in the RTSJ scoped memory model	0
3228	An adaptive locality-conscious process scheduler for embedded systems	2
3229	Scalable QoS-based Resource Allocation in hierarchical networked environment	1
3230	A novel progressive refinement algorithm for full spectral rendering	0
3231	Towards real-time object recognition using pairs of lines	0
3232	Visual management Concept for the support of strategy, planning and control in real-time	0
3233	A novel memory architecture for real-time mesh-based video motion compensation	0
3234	Simulation-in-the-loop analog circuit sizing method using adaptive model-based simulated annealing	0
3235	Design of a comparator in CMOS SOI	0
3236	SoC features for a multi-processor WCDMA base-station modem	0
3237	Interconnect synthesis for systems on chip	2
3238	Ultra low noise signed digit arithmetic using cellular neural networks	1
3239	A field programmable bit-serial digital signal processor	0
3240	Consistency validation of high-level requirements	0
3242	Real-time audio/video decoders for digital multimedia broadcasting	0
3243	Empirical analysis of operand usage and transport in multimedia applications	0
3244	A sigma-delta Modulator for digital hearing instruments using 0.18μm CMOS technology	0
3245	Interface-based design of systems-on-chip using UML-RT	0
3246	SOC design of an if subsampling terminal for a gigabit wireless LAN with asymmetric equalization	1
3247	Application design trajectory towards reusable coprocessors MPEG case study	1
3248	Homogeneous multiprocessing for the masses	0
3249	WCET code positioning	0
3250	Robust quality management for differentiated imprecise data services	0
3251	Robust minimization of lighting variation for real-time defect detection	0
3252	Investigating behavioural state data-partitioning for user-modelling in distributed interactive applications	1
3253	Lightning: A fast and lightweight acoustic localization protocol using low-end wireless micro-sensors	0
3254	Exploring the spatial density of strategy models in a realistic distributed interactive application	1
3255	Modeling real-time systems	0
3256	A flexible and high-reliable HW/SW Co-design method for real-time embedded systems	0
3257	Empirical quantification of pessimism in state-of-the-art scheduling theory techniques for periodic and sporadic DRE tasks	2
3258	Realistic analysis of limited parallel software / hardware implementations	4
3259	Storage access support for soft real-time applications	2
